Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Year,EventName
0 days 00:00:45.438000,29.8,19.0,1016.5,False,35.1,176,1.2,2023,Bahrain Grand Prix
0 days 00:01:45.453000,29.7,19.0,1016.5,False,35.0,182,1.2,2023,Bahrain Grand Prix
0 days 00:02:45.452000,29.7,19.0,1016.5,False,34.9,156,1.1,2023,Bahrain Grand Prix
0 days 00:03:45.466000,29.6,19.0,1016.5,False,34.9,201,0.8,2023,Bahrain Grand Prix
0 days 00:04:45.449000,29.6,19.0,1016.5,False,34.8,219,0.8,2023,Bahrain Grand Prix
0 days 00:05:45.449000,29.6,19.0,1016.5,False,34.7,219,0.8,2023,Bahrain Grand Prix
0 days 00:06:45.447000,29.6,19.0,1016.5,False,34.7,196,0.6,2023,Bahrain Grand Prix
0 days 00:07:45.446000,29.6,18.0,1016.5,False,34.6,200,0.6,2023,Bahrain Grand Prix
0 days 00:08:45.461000,29.5,18.0,1016.5,False,34.5,180,0.8,2023,Bahrain Grand Prix
0 days 00:09:45.460000,29.5,18.0,1016.5,False,34.4,184,1.2,2023,Bahrain Grand Prix
0 days 00:10:45.474000,29.5,18.0,1016.5,False,34.2,199,1.0,2023,Bahrain Grand Prix
0 days 00:11:45.474000,29.5,18.0,1016.5,False,34.1,191,1.2,2023,Bahrain Grand Prix
0 days 00:12:45.472000,29.4,18.0,1016.5,False,34.2,173,1.0,2023,Bahrain Grand Prix
0 days 00:13:45.455000,29.4,18.0,1016.5,False,34.1,165,1.0,2023,Bahrain Grand Prix
0 days 00:14:45.485000,29.4,18.0,1016.5,False,34.0,170,1.1,2023,Bahrain Grand Prix
0 days 00:15:45.500000,29.4,18.0,1016.5,False,34.0,169,1.0,2023,Bahrain Grand Prix
0 days 00:16:45.499000,29.3,18.0,1016.5,False,33.8,180,1.1,2023,Bahrain Grand Prix
0 days 00:17:45.498000,29.3,18.0,1016.5,False,33.8,185,1.2,2023,Bahrain Grand Prix
0 days 00:18:45.497000,29.2,19.0,1016.5,False,33.8,172,1.5,2023,Bahrain Grand Prix
0 days 00:19:45.511000,29.1,21.0,1016.5,False,33.6,172,0.8,2023,Bahrain Grand Prix
0 days 00:20:45.526000,29.1,21.0,1016.5,False,33.6,181,1.0,2023,Bahrain Grand Prix
0 days 00:21:45.509000,29.1,22.0,1016.5,False,33.5,185,1.6,2023,Bahrain Grand Prix
0 days 00:22:45.524000,29.0,24.0,1016.5,False,33.3,180,1.7,2023,Bahrain Grand Prix
0 days 00:23:45.522000,29.0,25.0,1016.5,False,33.2,186,2.2,2023,Bahrain Grand Prix
0 days 00:24:45.523000,28.9,25.0,1016.5,False,33.2,187,2.0,2023,Bahrain Grand Prix
0 days 00:25:45.520000,28.9,25.0,1016.5,False,32.9,185,2.0,2023,Bahrain Grand Prix
0 days 00:26:45.519000,28.8,25.0,1016.5,False,33.1,187,1.7,2023,Bahrain Grand Prix
0 days 00:27:45.534000,28.8,26.0,1016.5,False,33.1,185,1.7,2023,Bahrain Grand Prix
0 days 00:28:45.548000,28.6,26.0,1016.5,False,32.7,180,1.6,2023,Bahrain Grand Prix
0 days 00:29:45.563000,28.6,26.0,1016.7,False,32.7,161,1.2,2023,Bahrain Grand Prix
0 days 00:30:45.577000,28.6,27.0,1016.5,False,32.7,182,1.5,2023,Bahrain Grand Prix
0 days 00:31:45.577000,28.5,27.0,1016.7,False,32.7,162,2.0,2023,Bahrain Grand Prix
0 days 00:32:45.575000,28.4,27.0,1016.5,False,32.7,181,1.3,2023,Bahrain Grand Prix
0 days 00:33:45.591000,28.4,28.0,1016.5,False,32.3,173,1.7,2023,Bahrain Grand Prix
0 days 00:34:45.573000,28.4,28.0,1016.7,False,32.2,184,1.2,2023,Bahrain Grand Prix
0 days 00:35:45.588000,28.4,28.0,1016.7,False,32.2,175,1.1,2023,Bahrain Grand Prix
0 days 00:36:45.586000,28.3,28.0,1016.5,False,32.2,180,0.8,2023,Bahrain Grand Prix
0 days 00:37:45.585000,28.3,28.0,1016.7,False,32.1,194,0.6,2023,Bahrain Grand Prix
0 days 00:38:45.600000,28.2,26.0,1016.7,False,32.2,162,0.8,2023,Bahrain Grand Prix
0 days 00:39:45.614000,28.2,25.0,1016.5,False,32.2,164,0.8,2023,Bahrain Grand Prix
0 days 00:40:45.629000,28.1,24.0,1016.7,False,32.2,172,1.1,2023,Bahrain Grand Prix
0 days 00:41:45.628000,28.0,23.0,1016.7,False,32.2,167,0.8,2023,Bahrain Grand Prix
0 days 00:42:45.627000,28.0,23.0,1016.7,False,32.2,165,0.8,2023,Bahrain Grand Prix
0 days 00:43:45.626000,28.0,22.0,1016.7,False,32.1,176,0.6,2023,Bahrain Grand Prix
0 days 00:44:45.640000,28.0,22.0,1016.7,False,32.1,179,0.8,2023,Bahrain Grand Prix
0 days 00:45:45.639000,28.0,21.0,1016.7,False,32.1,261,0.6,2023,Bahrain Grand Prix
0 days 00:46:45.654000,28.0,22.0,1016.5,False,32.0,202,0.8,2023,Bahrain Grand Prix
0 days 00:47:45.668000,27.9,21.0,1016.7,False,31.9,133,0.8,2023,Bahrain Grand Prix
0 days 00:48:45.667000,27.8,21.0,1016.7,False,32.0,207,1.0,2023,Bahrain Grand Prix
0 days 00:49:45.682000,27.7,22.0,1016.7,False,31.7,199,0.6,2023,Bahrain Grand Prix
0 days 00:50:45.696000,27.6,22.0,1016.7,False,31.7,177,0.8,2023,Bahrain Grand Prix
0 days 00:51:45.695000,27.6,22.0,1016.7,False,31.6,231,0.6,2023,Bahrain Grand Prix
0 days 00:52:45.710000,27.6,22.0,1016.7,False,31.6,217,0.5,2023,Bahrain Grand Prix
0 days 00:53:45.708000,27.6,22.0,1016.7,False,31.6,217,0.4,2023,Bahrain Grand Prix
0 days 00:54:45.707000,27.5,22.0,1016.7,False,31.6,0,0.5,2023,Bahrain Grand Prix
0 days 00:55:45.706000,27.5,22.0,1016.7,False,31.6,168,0.3,2023,Bahrain Grand Prix
0 days 00:56:45.705000,27.5,22.0,1016.7,False,31.4,178,0.6,2023,Bahrain Grand Prix
0 days 00:57:45.704000,27.5,22.0,1016.7,False,31.4,203,0.4,2023,Bahrain Grand Prix
0 days 00:58:45.734000,27.4,22.0,1016.7,False,31.4,196,0.6,2023,Bahrain Grand Prix
0 days 00:59:45.702000,27.4,22.0,1016.7,False,31.3,174,0.5,2023,Bahrain Grand Prix
0 days 01:00:45.701000,27.4,22.0,1016.7,False,31.3,205,0.3,2023,Bahrain Grand Prix
0 days 01:01:45.700000,27.3,22.0,1016.7,False,31.3,0,0.6,2023,Bahrain Grand Prix
0 days 01:02:45.730000,27.3,22.0,1016.7,False,31.2,226,0.5,2023,Bahrain Grand Prix
0 days 01:03:45.760000,27.3,22.0,1016.7,False,31.2,190,0.6,2023,Bahrain Grand Prix
0 days 01:04:45.759000,27.3,22.0,1016.7,False,31.1,208,0.0,2023,Bahrain Grand Prix
0 days 01:05:45.758000,27.3,22.0,1016.9,False,31.1,197,0.6,2023,Bahrain Grand Prix
0 days 01:06:45.757000,27.3,22.0,1016.7,False,31.2,170,0.6,2023,Bahrain Grand Prix
0 days 01:07:45.756000,27.3,22.0,1016.7,False,31.2,204,0.4,2023,Bahrain Grand Prix
0 days 01:08:45.755000,27.2,22.0,1016.9,False,31.1,236,0.8,2023,Bahrain Grand Prix
0 days 01:09:45.754000,27.2,22.0,1016.7,False,31.0,206,1.0,2023,Bahrain Grand Prix
0 days 01:10:45.752000,27.2,22.0,1016.9,False,31.0,225,0.6,2023,Bahrain Grand Prix
0 days 01:11:45.751000,27.1,22.0,1016.9,False,31.0,175,0.6,2023,Bahrain Grand Prix
0 days 01:12:45.782000,27.1,22.0,1016.9,False,30.9,210,0.6,2023,Bahrain Grand Prix
0 days 01:13:45.765000,27.1,21.0,1016.9,False,30.9,197,0.6,2023,Bahrain Grand Prix
0 days 01:14:45.764000,27.1,21.0,1016.9,False,30.9,173,1.0,2023,Bahrain Grand Prix
0 days 01:15:45.794000,27.1,21.0,1016.9,False,30.9,201,0.6,2023,Bahrain Grand Prix
0 days 01:16:45.809000,27.2,21.0,1016.9,False,30.8,193,0.6,2023,Bahrain Grand Prix
0 days 01:17:45.807000,27.1,21.0,1016.9,False,30.8,180,0.8,2023,Bahrain Grand Prix
0 days 01:18:45.822000,27.1,21.0,1016.9,False,30.8,195,0.8,2023,Bahrain Grand Prix
0 days 01:19:45.836000,27.2,21.0,1016.9,False,30.6,155,0.6,2023,Bahrain Grand Prix
0 days 01:20:45.867000,27.1,21.0,1016.9,False,30.6,179,0.8,2023,Bahrain Grand Prix
0 days 01:21:45.834000,27.1,21.0,1016.9,False,30.6,178,1.2,2023,Bahrain Grand Prix
0 days 01:22:45.833000,27.1,21.0,1017.0,False,30.5,161,1.0,2023,Bahrain Grand Prix
0 days 01:23:45.832000,27.1,21.0,1016.9,False,30.5,152,0.8,2023,Bahrain Grand Prix
0 days 01:24:45.831000,27.1,21.0,1016.9,False,30.5,171,0.8,2023,Bahrain Grand Prix
0 days 01:25:45.830000,27.1,21.0,1016.9,False,30.5,141,0.8,2023,Bahrain Grand Prix
0 days 01:26:45.829000,27.1,21.0,1016.9,False,30.5,187,0.6,2023,Bahrain Grand Prix
0 days 01:27:45.828000,27.0,21.0,1017.0,False,30.5,179,0.6,2023,Bahrain Grand Prix
0 days 01:28:45.827000,27.0,21.0,1017.0,False,30.4,178,0.8,2023,Bahrain Grand Prix
0 days 01:29:45.841000,27.0,20.0,1017.0,False,30.3,214,0.6,2023,Bahrain Grand Prix
0 days 01:30:45.856000,27.0,21.0,1017.0,False,30.3,208,0.6,2023,Bahrain Grand Prix
0 days 01:31:45.839000,27.0,21.0,1017.0,False,30.3,197,0.6,2023,Bahrain Grand Prix
0 days 01:32:45.838000,26.9,21.0,1017.0,False,30.3,212,0.4,2023,Bahrain Grand Prix
0 days 01:33:45.852000,26.9,20.0,1017.0,False,30.3,174,0.6,2023,Bahrain Grand Prix
0 days 01:34:45.836000,26.9,21.0,1017.0,False,30.2,240,0.6,2023,Bahrain Grand Prix
0 days 01:35:45.835000,26.9,21.0,1017.0,False,30.2,239,0.4,2023,Bahrain Grand Prix
0 days 01:36:45.834000,26.9,21.0,1017.0,False,30.1,182,0.6,2023,Bahrain Grand Prix
0 days 01:37:45.832000,26.8,21.0,1017.0,False,30.1,229,0.5,2023,Bahrain Grand Prix
0 days 01:38:45.831000,26.8,21.0,1017.0,False,30.0,183,0.4,2023,Bahrain Grand Prix
0 days 01:39:45.830000,26.7,21.0,1017.0,False,30.0,241,0.5,2023,Bahrain Grand Prix
0 days 01:40:45.845000,26.7,21.0,1017.0,False,29.9,217,0.4,2023,Bahrain Grand Prix
0 days 01:41:45.828000,26.7,21.0,1017.0,False,29.9,199,0.8,2023,Bahrain Grand Prix
0 days 01:42:45.843000,26.7,21.0,1017.0,False,29.9,183,0.6,2023,Bahrain Grand Prix
0 days 01:43:45.826000,26.7,21.0,1016.9,False,29.9,180,0.6,2023,Bahrain Grand Prix
0 days 01:44:45.841000,26.7,21.0,1017.0,False,29.9,195,0.5,2023,Bahrain Grand Prix
0 days 01:45:45.855000,26.7,21.0,1017.0,False,29.9,186,0.6,2023,Bahrain Grand Prix
0 days 01:46:45.854000,26.8,21.0,1017.0,False,29.9,175,0.6,2023,Bahrain Grand Prix
0 days 01:47:45.853000,26.8,21.0,1017.0,False,29.9,190,0.5,2023,Bahrain Grand Prix
0 days 01:48:45.867000,26.7,21.0,1017.0,False,29.9,199,0.8,2023,Bahrain Grand Prix
0 days 01:49:45.866000,26.7,21.0,1017.0,False,29.9,194,0.6,2023,Bahrain Grand Prix
0 days 01:50:45.896000,26.6,21.0,1017.0,False,29.7,193,0.6,2023,Bahrain Grand Prix
0 days 01:51:45.880000,26.7,21.0,1017.0,False,29.8,171,0.6,2023,Bahrain Grand Prix
0 days 01:52:45.894000,26.7,21.0,1017.0,False,29.7,228,0.6,2023,Bahrain Grand Prix
0 days 01:53:45.878000,26.7,21.0,1017.0,False,29.6,154,0.6,2023,Bahrain Grand Prix
0 days 01:54:45.892000,26.7,21.0,1017.0,False,29.6,204,0.6,2023,Bahrain Grand Prix
0 days 01:55:45.875000,26.7,21.0,1017.0,False,29.6,246,0.6,2023,Bahrain Grand Prix
0 days 01:56:45.906000,26.7,21.0,1017.0,False,29.6,212,0.6,2023,Bahrain Grand Prix
0 days 01:57:45.873000,26.7,21.0,1017.0,False,29.6,256,0.5,2023,Bahrain Grand Prix
0 days 01:58:45.903000,26.6,21.0,1017.0,False,29.6,189,0.5,2023,Bahrain Grand Prix
0 days 01:59:45.918000,26.6,21.0,1017.0,False,29.6,218,0.4,2023,Bahrain Grand Prix
0 days 02:00:45.933000,26.7,21.0,1017.0,False,29.6,192,0.4,2023,Bahrain Grand Prix
0 days 02:01:45.932000,26.6,21.0,1017.0,False,29.6,179,0.5,2023,Bahrain Grand Prix
0 days 02:02:45.930000,26.6,21.0,1017.0,False,29.6,0,0.4,2023,Bahrain Grand Prix
0 days 02:03:45.929000,26.6,21.0,1017.0,False,29.5,230,0.4,2023,Bahrain Grand Prix
0 days 02:04:45.944000,26.5,21.0,1017.2,False,29.5,168,0.6,2023,Bahrain Grand Prix
0 days 02:05:45.958000,26.5,21.0,1017.0,False,29.5,0,0.0,2023,Bahrain Grand Prix
0 days 02:06:45.958000,26.5,21.0,1017.0,False,29.5,222,0.6,2023,Bahrain Grand Prix
0 days 02:07:45.956000,26.5,21.0,1017.0,False,29.5,172,0.4,2023,Bahrain Grand Prix
0 days 02:08:45.955000,26.5,21.0,1017.0,False,29.5,0,0.4,2023,Bahrain Grand Prix
0 days 02:09:45.954000,26.5,21.0,1017.0,False,29.4,0,0.0,2023,Bahrain Grand Prix
0 days 02:10:45.953000,26.5,21.0,1017.2,False,29.3,0,0.0,2023,Bahrain Grand Prix
0 days 02:11:45.952000,26.5,21.0,1017.2,False,29.4,0,0.0,2023,Bahrain Grand Prix
0 days 02:12:45.951000,26.4,21.0,1017.2,False,29.3,184,0.0,2023,Bahrain Grand Prix
0 days 02:13:45.965000,26.4,21.0,1017.0,False,29.3,214,0.8,2023,Bahrain Grand Prix
0 days 02:14:45.964000,26.4,21.0,1017.0,False,29.2,0,0.0,2023,Bahrain Grand Prix
0 days 02:15:45.979000,26.4,21.0,1017.0,False,29.2,129,0.3,2023,Bahrain Grand Prix
0 days 02:16:45.962000,26.4,21.0,1017.0,False,29.1,0,0.5,2023,Bahrain Grand Prix
0 days 02:17:45.961000,26.4,21.0,1017.0,False,29.1,181,0.6,2023,Bahrain Grand Prix
0 days 02:18:45.960000,26.4,21.0,1017.2,False,29.1,183,0.0,2023,Bahrain Grand Prix
0 days 02:19:45.959000,26.4,21.0,1017.0,False,29.0,207,0.3,2023,Bahrain Grand Prix
0 days 02:20:45.958000,26.4,21.0,1017.2,False,29.0,297,0.0,2023,Bahrain Grand Prix
0 days 02:21:45.957000,26.4,21.0,1017.2,False,29.0,302,0.3,2023,Bahrain Grand Prix
0 days 02:22:45.956000,26.3,21.0,1017.2,False,29.0,336,0.0,2023,Bahrain Grand Prix
0 days 02:23:45.970000,26.4,21.0,1017.2,False,29.0,308,0.6,2023,Bahrain Grand Prix
0 days 02:24:45.985000,26.3,21.0,1017.2,False,29.0,0,0.0,2023,Bahrain Grand Prix
0 days 02:25:45.999000,26.3,21.0,1017.2,False,29.0,339,0.0,2023,Bahrain Grand Prix
0 days 02:26:46.014000,26.3,21.0,1017.2,False,28.9,246,0.0,2023,Bahrain Grand Prix
0 days 02:27:46.013000,26.3,21.0,1017.2,False,28.9,0,0.3,2023,Bahrain Grand Prix
0 days 02:28:46.043000,26.3,21.0,1017.4,False,28.9,0,0.0,2023,Bahrain Grand Prix
0 days 02:29:46.011000,26.3,21.0,1017.2,False,28.8,305,0.0,2023,Bahrain Grand Prix
0 days 02:30:46.009000,26.3,21.0,1017.2,False,28.8,38,0.4,2023,Bahrain Grand Prix
0 days 02:31:46.008000,26.2,21.0,1017.2,False,28.8,269,0.3,2023,Bahrain Grand Prix
0 days 02:32:46.023000,26.3,21.0,1017.4,False,28.8,0,0.0,2023,Bahrain Grand Prix
0 days 02:33:46.022000,26.2,21.0,1017.4,False,28.8,95,0.5,2023,Bahrain Grand Prix
0 days 02:34:46.036000,26.3,21.0,1017.4,False,28.7,268,0.4,2023,Bahrain Grand Prix
0 days 02:35:46.035000,26.3,21.0,1017.4,False,28.7,116,0.6,2023,Bahrain Grand Prix
0 days 02:36:46.050000,26.3,21.0,1017.4,False,28.7,242,0.6,2023,Bahrain Grand Prix
0 days 02:37:46.064000,26.3,21.0,1017.4,False,28.7,64,0.0,2023,Bahrain Grand Prix
0 days 02:38:46.063000,26.3,21.0,1017.5,False,28.7,0,0.4,2023,Bahrain Grand Prix
0 days 02:39:46.109000,26.3,21.0,1017.4,False,28.7,352,0.5,2023,Bahrain Grand Prix
0 days 02:40:46.061000,26.2,21.0,1017.5,False,28.7,215,0.3,2023,Bahrain Grand Prix
0 days 00:00:59.871000,26.0,62.0,1010.5,False,34.0,315,2.7,2023,Saudi Arabian Grand Prix
0 days 00:01:59.870000,26.0,61.0,1010.5,False,34.1,305,2.9,2023,Saudi Arabian Grand Prix
0 days 00:02:59.869000,26.0,61.0,1010.5,False,34.2,325,2.7,2023,Saudi Arabian Grand Prix
0 days 00:03:59.868000,26.0,61.0,1010.5,False,34.2,325,2.7,2023,Saudi Arabian Grand Prix
0 days 00:04:59.867000,26.0,60.0,1010.5,False,34.3,322,2.7,2023,Saudi Arabian Grand Prix
0 days 00:05:59.866000,26.0,61.0,1010.5,False,34.2,334,3.0,2023,Saudi Arabian Grand Prix
0 days 00:06:59.865000,26.0,61.0,1010.5,False,34.0,320,3.4,2023,Saudi Arabian Grand Prix
0 days 00:07:59.863000,26.0,62.0,1010.7,False,34.0,325,2.5,2023,Saudi Arabian Grand Prix
0 days 00:08:59.862000,26.0,62.0,1010.5,False,34.0,341,2.7,2023,Saudi Arabian Grand Prix
0 days 00:09:59.861000,26.0,62.0,1010.5,False,34.0,318,2.9,2023,Saudi Arabian Grand Prix
0 days 00:10:59.876000,26.0,62.0,1010.7,False,34.0,327,3.2,2023,Saudi Arabian Grand Prix
0 days 00:11:59.875000,26.0,62.0,1010.7,False,33.7,330,3.4,2023,Saudi Arabian Grand Prix
0 days 00:12:59.874000,26.0,61.0,1010.7,False,33.7,323,2.5,2023,Saudi Arabian Grand Prix
0 days 00:13:59.873000,26.0,60.0,1010.7,False,34.1,315,3.0,2023,Saudi Arabian Grand Prix
0 days 00:14:59.872000,26.0,61.0,1010.5,False,33.9,312,3.5,2023,Saudi Arabian Grand Prix
0 days 00:15:59.870000,26.0,61.0,1010.5,False,33.9,324,3.7,2023,Saudi Arabian Grand Prix
0 days 00:16:59.916000,26.0,61.0,1010.5,False,33.9,330,3.2,2023,Saudi Arabian Grand Prix
0 days 00:17:59.868000,26.0,61.0,1010.5,False,33.3,324,2.7,2023,Saudi Arabian Grand Prix
0 days 00:18:59.867000,26.0,61.0,1010.5,False,33.4,316,3.2,2023,Saudi Arabian Grand Prix
